For M5|Adr   277|TO  Station repeated          1|                      |                      |                      | 
For M5|Adr   278|KD1    ITD03      14:04:043   1|Rb        1.51784 m   |HD         55.047 m   |                      | 
For M5|Adr   279|KD1     TP37      14:04:183   1|Rf        1.56405 m   |HD         51.705 m   |                      | 
For M5|Adr   280|KD1     TP37      14:04:263   1|Rf        1.56405 m   |HD         51.702 m   |                      | 
For M5|Adr   281|KD1    ITD03      14:04:563   1|Rb        1.51803 m   |HD         55.047 m   |                      | 
For M5|Adr   282|KD1     TP37      14:04:56    1|                      |                      |Z         9.76270 m   | 
For M5|Adr   283|KD1     TP37      14:09:043   1|Rb        1.38836 m   |HD         50.926 m   |                      | 
For M5|Adr   284|KD1     TP38      14:09:243   1|Rf        1.74038 m   |HD         54.129 m   |                      | 
For M5|Adr   285|KD1     TP38      14:09:323   1|Rf        1.74064 m   |HD         54.110 m   |                      | 
For M5|Adr   286|KD1     TP37      14:09:473   1|Rb        1.38841 m   |HD         50.919 m   |                      | 
For M5|Adr   287|KD1     TP38      14:09:47    1|                      |                      |Z         9.41057 m   | 
For M5|Adr   288|KD1     TP38      14:15:173   1|Rb        1.37790 m   |HD         54.887 m   |                      | 
For M5|Adr   289|KD1     TP39      14:15:303   1|Rf        1.60740 m   |HD         58.651 m   |                      | 
For M5|Adr   290|KD1     TP39      14:15:393   1|Rf        1.60735 m   |HD         58.663 m   |                      | 
For M5|Adr   291|KD1     TP38      14:15:543   1|Rb        1.37831 m   |HD         54.874 m   |                      | 
For M5|Adr   292|KD1     TP39      14:15:54    1|                      |                      |Z         9.18130 m   | 
For M5|Adr   293|KD1     TP39      14:19:183   1|Rb        1.43569 m   |HD         52.825 m   |                      | 
For M5|Adr   294|KD1     TP40      14:19:353   1|Rf        1.48964 m   |HD         54.513 m   |                      | 
For M5|Adr   295|KD1     TP40      14:19:433   1|Rf        1.48977 m   |HD         54.528 m   |                      | 
For M5|Adr   296|KD1     TP39      14:20:023   1|Rb        1.43580 m   |HD         52.773 m   |                      | 
For M5|Adr   297|KD1     TP40      14:20:02    1|                      |                      |Z         9.12734 m   | 
For M5|Adr   298|KD1     TP40      14:24:013   1|Rb        1.43514 m   |HD         55.592 m   |                      | 
For M5|Adr   299|KD1     TP41      14:24:283   1|Rf        1.75214 m   |HD         55.062 m   |                      | 
For M5|Adr   300|KD1     TP41      14:24:363   1|Rf        1.75209 m   |HD         55.040 m   |                      | 
For M5|Adr   301|KD1     TP40      14:24:513   1|Rb        1.43487 m   |HD         55.599 m   |                      | 
For M5|Adr   302|KD1     TP41      14:24:51    1|                      |                      |Z         8.81023 m   | 
For M5|Adr   303|KD1     TP41      14:31:353   1|Rb        1.31539 m   |HD         56.297 m   |                      | 
For M5|Adr   304|KD1     TP42      14:32:023   1|Rf        0.95897 m   |HD         56.273 m   |                      | 
For M5|Adr   305|KD1     TP42      14:32:123   1|Rf        0.95922 m   |HD         56.255 m   |                      | 
For M5|Adr   306|KD1     TP41      14:32:273   1|Rb        1.31533 m   |HD         56.344 m   |                      | 
For M5|Adr   307|KD1     TP42      14:32:27    1|                      |                      |Z         9.16650 m   | 
For M5|Adr   308|KD1     TP42      14:42:123   1|Rb        0.52700 m   |HD         58.967 m   |                      | 
For M5|Adr   309|KD1     TP43      14:42:283   1|Rf        1.15596 m   |HD         58.814 m   |                      | 
For M5|Adr   310|KD1     TP43      14:42:363   1|Rf        1.15583 m   |HD         58.776 m   |                      | 
For M5|Adr   311|KD1     TP42      14:42:523   1|Rb        0.52696 m   |HD         58.957 m   |                      | 
For M5|Adr   312|KD1     TP43      14:42:52    1|                      |                      |Z         8.53758 m   | 
For M5|Adr   313|KD1     TP43      14:51:043   1|Rb        2.43346 m   |HD         57.068 m   |                      | 
For M5|Adr   314|KD1     TP44      14:51:233   1|Rf        2.43858 m   |HD         57.799 m   |                      | 
For M5|Adr   315|KD1     TP44      14:51:313   1|Rf        2.43839 m   |HD         57.828 m   |                      | 
For M5|Adr   316|KD1     TP43      14:51:483   1|Rb        2.43311 m   |HD         57.066 m   |                      | 
For M5|Adr   317|KD1     TP44      14:51:48    1|                      |                      |Z         8.53238 m   | 
For M5|Adr   318|KD1     TP44      14:59:043   1|Rb        0.74866 m   |HD         57.809 m   |                      | 
For M5|Adr   319|KD1     TP45      14:59:213   1|Rf        1.33486 m   |HD         57.317 m   |                      | 
For M5|Adr   320|KD1     TP45      14:59:303   1|Rf        1.33495 m   |HD         57.276 m   |                      | 
For M5|Adr   321|KD1     TP44      14:59:443   1|Rb        0.74875 m   |HD         57.787 m   |                      | 
For M5|Adr   322|KD1     TP45      14:59:44    1|                      |                      |Z         7.94618 m   | 
For M5|Adr   323|KD1     TP45      15:06:543   1|Rb        2.09385 m   |HD         57.122 m   |                      | 
For M5|Adr   324|KD1     TP46      15:07:173   1|Rf        0.85549 m   |HD         57.517 m   |                      | 
For M5|Adr   325|KD1     TP46      15:07:263   1|Rf        0.85549 m   |HD         57.554 m   |                      | 
For M5|Adr   326|KD1     TP45      15:07:473   1|Rb        2.09363 m   |HD         57.102 m   |                      | 
For M5|Adr   327|KD1     TP46      15:07:47    1|                      |                      |Z         9.18443 m   | 
For M5|Adr   328|KD1     TP46      15:13:293   1|Rb        0.77713 m   |HD         50.179 m   |                      | 
For M5|Adr   329|KD1     TP47      15:13:463   1|Rf        1.09258 m   |HD         50.645 m   |                      | 
For M5|Adr   330|KD1     TP47      15:13:543   1|Rf        1.09263 m   |HD         50.666 m   |                      | 
For M5|Adr   331|KD1     TP46      15:14:123   1|Rb        0.77628 m   |HD         50.172 m   |                      | 
For M5|Adr   332|KD1     TP47      15:14:12    1|                      |                      |Z         8.86853 m   | 
For M5|Adr   333|KD1     TP47      15:20:303   1|Rb        1.38140 m   |HD         57.437 m   |                      | 
For M5|Adr   334|KD1     TP48      15:20:453   1|Rf        1.47396 m   |HD         55.913 m   |                      | 
For M5|Adr   335|KD1     TP48      15:21:303   1|Rf        1.47406 m   |HD         55.927 m   |                      | 
For M5|Adr   336|KD1     TP47      15:21:473   1|Rb        1.38146 m   |HD         57.486 m   |                      | 
For M5|Adr   337|KD1     TP48      15:21:47    1|                      |                      |Z         8.77595 m   | 
For M5|Adr   338|KD1     TP48      15:27:593   1|Rb        1.59808 m   |HD         59.564 m   |                      | 
For M5|Adr   339|KD1     TP49      15:28:163   1|Rf        0.67383 m   |HD         59.652 m   |                      | 
For M5|Adr   340|KD1     TP49      15:28:243   1|Rf        0.67425 m   |HD         59.592 m   |                      | 
For M5|Adr   341|KD1     TP48      15:28:403   1|Rb        1.59810 m   |HD         59.544 m   |                      | 
For M5|Adr   342|KD1     TP49      15:28:40    1|                      |                      |Z         9.70000 m   | 
For M5|Adr   343|KD1     TP49      15:34:163   1|Rb        1.42818 m   |HD         54.260 m   |                      | 
For M5|Adr   344|KD1     TP50      15:34:403   1|Rf        1.64197 m   |HD         54.898 m   |                      | 
For M5|Adr   345|KD1     TP50      15:35:113   1|Rf        1.64218 m   |HD         54.904 m   |                      | 
For M5|Adr   346|KD1     TP49      15:35:253   1|Rb        1.42807 m   |HD         54.320 m   |                      | 
For M5|Adr   347|KD1     TP50      15:35:25    1|                      |                      |Z         9.48605 m   | 
For M5|Adr   348|KD1     TP50      15:40:293   1|Rb        1.28525 m   |HD         58.916 m   |                      | 
For M5|Adr   349|KD1     TP51      15:41:023   1|Rf        1.43033 m   |HD         59.151 m   |                      | 
For M5|Adr   350|KD1     TP51      15:41:113   1|Rf        1.43029 m   |HD         59.185 m   |                      | 
For M5|Adr   351|KD1     TP50      15:41:283   1|Rb        1.28430 m   |HD         58.983 m   |                      | 
For M5|Adr   352|KD1     TP51      15:41:28    1|                      |                      |Z         9.34052 m   | 
For M5|Adr   353|KD1     TP51      15:46:143   1|Rb        1.94540 m   |HD         56.858 m   |                      | 
For M5|Adr   354|KD1     TP52      15:46:313   1|Rf        1.80867 m   |HD         57.658 m   |                      | 
For M5|Adr   355|KD1     TP52      15:46:413   1|Rf        1.80901 m   |HD         57.670 m   |                      | 
For M5|Adr   356|KD1     TP51      15:46:583   1|Rb        1.94592 m   |HD         56.904 m   |                      | 
For M5|Adr   357|KD1     TP52      15:46:58    1|                      |                      |Z         9.47734 m   | 
For M5|Adr   358|KD1     TP52##### 15:54:003   1|Rb        0.54147 m   |HD         52.521 m   |                      | 
For M5|Adr   359|TO  Measurement repeated      1|                      |                      |                      | 
For M5|Adr   360|KD1     TP52      15:59:383   1|Rb        0.40084 m   |HD         52.492 m   |                      | 
For M5|Adr   361|KD1    36R-2      16:00:413   1|Rf        2.54030 m   |HD         51.214 m   |                      | 
For M5|Adr   362|KD1    36R-2      16:00:503   1|Rf        2.54039 m   |HD         51.236 m   |                      | 
For M5|Adr   363|KD1     TP52      16:01:093   1|Rb        0.40102 m   |HD         52.491 m   |                      | 
For M5|Adr   364|KD1    36R-2      16:01:09    1|                      |                      |Z         7.33792 m   | 
For M5|Adr   365|KD1    36R-2                  1|Sh      -12.66208 m   |                      |                      | 
For M5|Adr   366|KD2    36R-2       60         1|Db        3179.32 m   |Df        3179.05 m   |Z         7.33792 m   | 
For M5|Adr   367|TO  End-Line                  1|                      |                      |                      | 
